,time,title,url,content
413,2019-04-03T13:55:16+0200,Anti-abortusbetogers stoppen voorlopig met acties bij klinieken,https://nos.nl/artikel/2278839-anti-abortusbetogers-stoppen-voorlopig-met-acties-bij-klinieken,Binnenland
103,2022-09-13T22:18:24+0200,Hongarije verscherpt abortusregels: eerst naar hartslag foetus luisteren,https://nos.nl/artikel/2444509-hongarije-verscherpt-abortusregels-eerst-naar-hartslag-foetus-luisteren,Buitenland
283,2020-12-10T01:12:16+0100,ChristenUnie: aantal abortussen omlaag door pil in het basispakket ,https://nos.nl/artikel/2360012-christenunie-aantal-abortussen-omlaag-door-pil-in-het-basispakket,Politiek
320,2020-09-19T13:53:13+0200,'Notorious RBG': een rechter met een rocksterstatus,https://nos.nl/artikel/2349003-notorious-rbg-een-rechter-met-een-rocksterstatus,Buitenland
77,2022-12-06T14:13:05+0100,"Ook huisarts mag abortuspil verstrekken, Eerste Kamer stemt voor",https://nos.nl/artikel/2455325-ook-huisarts-mag-abortuspil-verstrekken-eerste-kamer-stemt-voor,Politiek
297,2020-10-31T09:28:14+0100,Tienduizenden Polen op de been tegen verscherpte abortuswetgeving,https://nos.nl/artikel/2354579-tienduizenden-polen-op-de-been-tegen-verscherpte-abortuswetgeving,Buitenland
357,2019-10-22T03:16:40+0200,Homohuwelijk en abortus legaal in Noord-Ierland,https://nos.nl/artikel/2307156-homohuwelijk-en-abortus-legaal-in-noord-ierland,Buitenland
64,2023-02-05T09:54:12+0100,Abortuspillen in apotheken nieuwe splijtzwam in de VS,https://nos.nl/artikel/2462584-abortuspillen-in-apotheken-nieuwe-splijtzwam-in-de-vs,Binnenland
616,2016-12-22T07:43:58+0100,Gezondheidsraad: extra echo al na 13 weken zwangerschap,https://nos.nl/artikel/2149630-gezondheidsraad-extra-echo-al-na-13-weken-zwangerschap,Binnenland
248,2021-03-19T08:46:58+0100,"Verkenners willen vaart maken, maar puzzel is complex",https://nos.nl/artikel/2373230-verkenners-willen-vaart-maken-maar-puzzel-is-complex,De uitslagen
79,2022-11-30T03:41:39+0100,Ook Amerikaanse Senaat stemt in met bescherming homohuwelijk,https://nos.nl/artikel/2454508-ook-amerikaanse-senaat-stemt-in-met-bescherming-homohuwelijk,Buitenland
491,2018-03-11T02:14:38+0100,Tienduizenden Ieren demonstreren tegen abortus,https://nos.nl/artikel/2221712-tienduizenden-ieren-demonstreren-tegen-abortus,Buitenland
349,2019-11-16T08:37:05+0100,Waarom de discussie over abortus weer oplaait,https://nos.nl/op3/artikel/2310670-waarom-de-discussie-over-abortus-weer-oplaait,Binnenland
612,2017-01-18T10:06:48+0100,De klok tikt: actieve Obama wil zijn politieke erfenis veiligstellen,https://nos.nl/artikel/2153566-de-klok-tikt-actieve-obama-wil-zijn-politieke-erfenis-veiligstellen,Buitenland
71,2023-01-09T17:17:29+0100,"Bolsonaristas achter bestorming Brazilië, wie zijn ze en wat willen ze?",https://nos.nl/artikel/2459253-bolsonaristas-achter-bestorming-brazilie-wie-zijn-ze-en-wat-willen-ze,Buitenland
527,2017-10-28T07:22:25+0200,"De koning en de kerk: vanzelfsprekend, en toch ook weer niet",https://nos.nl/artikel/2200103-de-koning-en-de-kerk-vanzelfsprekend-en-toch-ook-weer-niet,Koningshuis
6,2023-09-07T02:49:47+0200,Hoogste hof Mexico bekrachtigt recht op abortus ,https://nos.nl/artikel/2489520-hoogste-hof-mexico-bekrachtigt-recht-op-abortus,Buitenland
219,2021-10-03T07:31:03+0200,Wekdienst 3/10: Protestmars in Amsterdam • Wielerklassieker Parijs-Roubaix,https://nos.nl/artikel/2400146-wekdienst-3-10-protestmars-in-amsterdam-wielerklassieker-parijs-roubaix,Binnenland
488,2018-03-15T09:53:22+0100,Republikeinen overwegen hertelling in 'hun' Pennsylvania,https://nos.nl/artikel/2222466-republikeinen-overwegen-hertelling-in-hun-pennsylvania,Buitenland
384,2019-06-11T22:33:56+0200,Kamerleden zien opleving sentiment tegen abortus,https://nos.nl/artikel/2288664-kamerleden-zien-opleving-sentiment-tegen-abortus,Binnenland
209,2021-10-15T20:43:26+0200,Regering-Biden naar Hooggerechtshof om abortuswet Texas terug te draaien,https://nos.nl/artikel/2401826-regering-biden-naar-hooggerechtshof-om-abortuswet-texas-terug-te-draaien,Buitenland
22,2023-09-07T06:57:03+0200,Wekdienst 7/9: Enquêtecommissie hoort Rutte • Benefietavond Trump voor Giuliani,https://nos.nl/artikel/2489526-wekdienst-7-9-enquetecommissie-hoort-rutte-benefietavond-trump-voor-giuliani,Binnenland
621,2016-11-16T18:21:31+0100,'Ik kan eindelijk weer slapen nu Obama weggaat',https://nos.nl/artikel/2143459-ik-kan-eindelijk-weer-slapen-nu-obama-weggaat,Buitenland
541,2017-07-06T16:12:55+0200,'Zet het paardenmiddel contraseign niet in voor voltooid leven',https://nos.nl/nieuwsuur/artikel/2181786-zet-het-paardenmiddel-contraseign-niet-in-voor-voltooid-leven,Politiek
130,2022-07-02T15:07:15+0200,Honderden mensen op de Dam demonstreren voor recht op abortus,https://nos.nl/artikel/2434985-honderden-mensen-op-de-dam-demonstreren-voor-recht-op-abortus,Binnenland
417,2019-03-29T07:51:50+0100,De Jonge steunt bufferzones bij abortusklinieken,https://nos.nl/artikel/2278056-de-jonge-steunt-bufferzones-bij-abortusklinieken,Politiek
81,2022-12-11T08:00:02+0100,"Coalitie overleeft eerste jaar, maar niet zonder strijd: 'Ik dacht, loopt dit wel goed af?'",https://nos.nl/nieuwsuur/artikel/2455961-coalitie-overleeft-eerste-jaar-maar-niet-zonder-strijd-ik-dacht-loopt-dit-wel-goed-af,Politiek
515,2017-12-09T13:16:38+0100,Duizenden deelnemers aan Mars voor het Leven in Den Haag,https://nos.nl/artikel/2206715-duizenden-deelnemers-aan-mars-voor-het-leven-in-den-haag,Binnenland
60,2023-03-08T02:41:36+0100,Vrouwen klagen Texas aan vanwege strenge abortuswet,https://nos.nl/artikel/2466636-vrouwen-klagen-texas-aan-vanwege-strenge-abortuswet,Buitenland
427,2018-12-14T08:22:56+0100,Iers parlement legaliseert ondergaan abortus,https://nos.nl/artikel/2263459-iers-parlement-legaliseert-ondergaan-abortus,Buitenland
45,2023-07-12T18:52:33+0200,Abortusklinieken zien vaker jonge vrouwen die anticonceptie wantrouwen,https://nos.nl/artikel/2482558-abortusklinieken-zien-vaker-jonge-vrouwen-die-anticonceptie-wantrouwen,Binnenland
588,2017-02-24T18:28:32+0100,"SGP: pro-leven, pro-gezin en kritisch op de islam",https://nos.nl/nieuwsuur/artikel/2159879-sgp-pro-leven-pro-gezin-en-kritisch-op-de-islam,Politiek
338,2020-01-28T15:25:47+0100,Protestactie McEnroe en Navratilova jegens Court zorgt voor ophef in Melbourne,https://nos.nl/artikel/2320656-protestactie-mcenroe-en-navratilova-jegens-court-zorgt-voor-ophef-in-melbourne,Tennis
85,2022-11-07T14:56:20+0100,Vanavond op tv: Nog steeds geen asieldeal • Zo pakt Italië de asielcrisis aan • De invloed van abortus op de Midterms,https://nos.nl/nieuwsuur/artikel/2451468-vanavond-op-tv-nog-steeds-geen-asieldeal-zo-pakt-italie-de-asielcrisis-aan-de-invloed-van-abortus-op-de-midterms,Binnenland
153,2022-06-08T18:17:21+0200,Gewapende man wilde conservatieve Amerikaanse rechter Kavanaugh vermoorden,https://nos.nl/artikel/2431933-gewapende-man-wilde-conservatieve-amerikaanse-rechter-kavanaugh-vermoorden,Buitenland
278,2020-12-17T18:09:16+0100,Celstraf geëist voor bedreigen abortusklinieken,https://nos.nl/artikel/2361066-celstraf-geeist-voor-bedreigen-abortusklinieken,Rijnmond
519,2017-11-28T09:01:24+0100,Schoonmaak YouTube: inmiddels 150.000 schokkende kindervideo’s verwijderd,https://nos.nl/artikel/2204948-schoonmaak-youtube-inmiddels-150-000-schokkende-kindervideo-s-verwijderd,Economie
187,2022-02-10T13:36:54+0100,Ruime meerderheid Kamer voor afschaffen bedenktermijn abortus,https://nos.nl/artikel/2416634-ruime-meerderheid-kamer-voor-afschaffen-bedenktermijn-abortus,Politiek
597,2017-02-09T12:21:57+0100,Voor het eerst in jaren iets meer abortussen,https://nos.nl/artikel/2157288-voor-het-eerst-in-jaren-iets-meer-abortussen,Binnenland
634,2016-10-24T14:37:10+0200,Tiener die eigen baby doodde hoeft niet de cel in ,https://nos.nl/artikel/2139405-tiener-die-eigen-baby-doodde-hoeft-niet-de-cel-in,Omroep Brabant
593,2017-02-10T14:24:36+0100,Laura (26): abortus was de beste keuze voor mij en het kindje,https://nos.nl/op3/artikel/2157506-laura-26-abortus-was-de-beste-keuze-voor-mij-en-het-kindje,Binnenland
300,2020-10-28T20:49:44+0100,Poolse betogers aan het woord: 'Vragen PiS vriendelijk om op te rotten',https://nos.nl/artikel/2354260-poolse-betogers-aan-het-woord-vragen-pis-vriendelijk-om-op-te-rotten,Buitenland
435,2018-11-15T15:51:08+0100,Gevaarlijk paardenvirus duikt op in Overijssel,https://nos.nl/artikel/2259391-gevaarlijk-paardenvirus-duikt-op-in-overijssel,RTV Oost
276,2020-12-30T11:08:36+0100,"Abortuswet Argentinië aangenomen, 'baanbrekend voor Latijns-Amerikaanse vrouwen'",https://nos.nl/artikel/2362519-abortuswet-argentinie-aangenomen-baanbrekend-voor-latijns-amerikaanse-vrouwen,Buitenland
449,2018-08-25T15:05:28+0200,Paus in Ierland: 'Ik deel woede over weerzinwekkende misbruik priesters',https://nos.nl/artikel/2247491-paus-in-ierland-ik-deel-woede-over-weerzinwekkende-misbruik-priesters,Buitenland
329,2020-07-13T09:13:28+0200,Zittend president Duda wint Poolse presidentsverkiezingen,https://nos.nl/artikel/2340527-zittend-president-duda-wint-poolse-presidentsverkiezingen,Buitenland
428,2018-12-13T15:09:11+0100,Duitse regering staat informatie over abortus toe,https://nos.nl/artikel/2263361-duitse-regering-staat-informatie-over-abortus-toe,Buitenland
359,2019-10-12T17:54:42+0200,Poolse campagne gericht op 'gevaarlijke homorelaties' vindt gretig gehoor,https://nos.nl/nieuwsuur/artikel/2305835-poolse-campagne-gericht-op-gevaarlijke-homorelaties-vindt-gretig-gehoor,Buitenland
160,2022-05-07T14:04:26+0200,Honderden op de Dam betogen voor recht op abortus,https://nos.nl/artikel/2427834-honderden-op-de-dam-betogen-voor-recht-op-abortus,Binnenland
183,2022-03-15T16:29:50+0100,Tweede Kamer steunt verstrekken abortuspil door huisarts,https://nos.nl/artikel/2421300-tweede-kamer-steunt-verstrekken-abortuspil-door-huisarts,Politiek
19,2023-07-13T20:48:39+0200,Amerikaanse vrouwen hoeven niet meer naar de dokter voor een anticonceptiepil,https://nos.nl/artikel/2482705-amerikaanse-vrouwen-hoeven-niet-meer-naar-de-dokter-voor-een-anticonceptiepil,Buitenland
643,2016-10-06T13:43:33+0200,Pools parlement verwerpt abortusplan,https://nos.nl/artikel/2136279-pools-parlement-verwerpt-abortusplan,Buitenland
271,2021-01-18T15:01:54+0100,Wie is beoogd PvdA-lijsttrekker Lilianne Ploumen?,https://nos.nl/artikel/2364948-wie-is-beoogd-pvda-lijsttrekker-lilianne-ploumen,Politiek
443,2018-10-10T22:31:52+0200,Kabinet: ook anti-abortusorganisatie mag namens overheid hulpgesprekken voeren,https://nos.nl/artikel/2254276-kabinet-ook-anti-abortusorganisatie-mag-namens-overheid-hulpgesprekken-voeren,Politiek
309,2020-10-22T19:38:36+0200,Pools gerechtshof perkt mogelijkheid tot abortus verder in,https://nos.nl/artikel/2353384-pools-gerechtshof-perkt-mogelijkheid-tot-abortus-verder-in,Buitenland
111,2022-09-05T02:39:41+0200,Nieuwe progressieve grondwet in Chili afgewezen in referendum,https://nos.nl/artikel/2443337-nieuwe-progressieve-grondwet-in-chili-afgewezen-in-referendum,Buitenland
55,2023-04-29T12:39:30+0200,Krol noemt aanstaand kampioen Napoli zegen voor voetbal: 'Dit is Ajax van jaren 70' ,https://nos.nl/artikel/2473240-krol-noemt-aanstaand-kampioen-napoli-zegen-voor-voetbal-dit-is-ajax-van-jaren-70,Voetbal
391,2019-05-30T02:34:56+0200,Ook Louisiana krijgt strenge abortuswet,https://nos.nl/artikel/2286911-ook-louisiana-krijgt-strenge-abortuswet,Buitenland
632,2016-10-29T19:28:29+0200,Abortusartsen pleiten voor gratis anticonceptie,https://nos.nl/nieuwsuur/artikel/2140339-abortusartsen-pleiten-voor-gratis-anticonceptie,Binnenland
171,2022-05-08T16:36:54+0200,Vanavond op tv: Contact met Oekraïense strijders • Nederlanders te dik • Boekverbanningen in de VS,https://nos.nl/nieuwsuur/artikel/2427975-vanavond-op-tv-contact-met-oekraiense-strijders-nederlanders-te-dik-boekverbanningen-in-de-vs,Binnenland
294,2020-11-05T11:07:18+0100,"Meer landen willen net als Polen het recht op abortus inperken, zegt Amnesty",https://nos.nl/artikel/2355308-meer-landen-willen-net-als-polen-het-recht-op-abortus-inperken-zegt-amnesty,Buitenland
538,2017-07-25T18:45:20+0200,Nieuwe ambassadeur Pete Hoekstra tegen abortus en homohuwelijk,https://nos.nl/artikel/2185009-nieuwe-ambassadeur-pete-hoekstra-tegen-abortus-en-homohuwelijk,Binnenland
522,2017-11-10T17:02:04+0100,VS krijgt ambassadeur in Den Haag met Nederlandse roots,https://nos.nl/artikel/2202177-vs-krijgt-ambassadeur-in-den-haag-met-nederlandse-roots,Buitenland
607,2017-01-27T22:21:39+0100,Een week president Trump: regeren in de hoogste versnelling,https://nos.nl/artikel/2155261-een-week-president-trump-regeren-in-de-hoogste-versnelling,Buitenland
147,2022-06-30T19:28:58+0200,"Hooggerechtshof bezorgt Biden nieuwe klap, nu voor het klimaatbeleid ",https://nos.nl/artikel/2434744-hooggerechtshof-bezorgt-biden-nieuwe-klap-nu-voor-het-klimaatbeleid,Buitenland
315,2020-09-26T23:19:54+0200,Trump draagt conservatieve Amy Coney Barrett voor als rechter Hooggerechtshof,https://nos.nl/artikel/2349959-trump-draagt-conservatieve-amy-coney-barrett-voor-als-rechter-hooggerechtshof,Buitenland
613,2017-01-09T11:16:48+0100,Omstreden Poolse mediaregels definitief geschrapt,https://nos.nl/artikel/2152146-omstreden-poolse-mediaregels-definitief-geschrapt,Buitenland
504,2018-01-15T12:08:18+0100,Catherine Deneuve maakt excuses aan slachtoffers seksueel geweld,https://nos.nl/artikel/2212026-catherine-deneuve-maakt-excuses-aan-slachtoffers-seksueel-geweld,Buitenland
120,2022-08-12T19:09:58+0200,Ondanks alle tumult heeft Trump de Republikeinse Partij nog stevig in z'n greep,https://nos.nl/nieuwsuur/artikel/2440304-ondanks-alle-tumult-heeft-trump-de-republikeinse-partij-nog-stevig-in-z-n-greep,Buitenland
587,2017-02-24T19:46:25+0100,Trumpisme neemt conservatieve beweging over,https://nos.nl/artikel/2159886-trumpisme-neemt-conservatieve-beweging-over,Buitenland
368,2019-09-05T17:48:51+0200,Opzienbarende smeercampagne tegen rechters in Polen,https://nos.nl/nieuwsuur/artikel/2300478-opzienbarende-smeercampagne-tegen-rechters-in-polen,Buitenland
592,2017-02-19T09:56:02+0100,"'Jane Roe', boegbeeld legalisering abortus in VS, overleden  ",https://nos.nl/artikel/2158990-jane-roe-boegbeeld-legalisering-abortus-in-vs-overleden,Buitenland
392,2019-05-27T13:28:26+0200,"Podcast Oog: alzheimergen, herdenking opstand Curaçao en rokers in de politiek",https://nos.nl/artikel/2286518-podcast-oog-alzheimergen-herdenking-opstand-curacao-en-rokers-in-de-politiek,Binnenland
489,2018-03-12T14:22:15+0100,"Duitse minister Seehofer: 'Een grote coalitie, voor de kleine man'",https://nos.nl/artikel/2221997-duitse-minister-seehofer-een-grote-coalitie-voor-de-kleine-man,Buitenland
409,2019-04-23T22:24:52+0200,COC: 'Deze Amerikaanse haatprediker wil dat overheden lhbt'ers vermoorden',https://nos.nl/artikel/2281759-coc-deze-amerikaanse-haatprediker-wil-dat-overheden-lhbt-ers-vermoorden,Binnenland
474,2018-05-26T14:21:42+0200,Ierse premier noemt abortus-referendum 'hoogtepunt van stille revolutie',https://nos.nl/artikel/2233611-ierse-premier-noemt-abortus-referendum-hoogtepunt-van-stille-revolutie,Buitenland
164,2022-05-04T01:27:07+0200,Amerikaanse staat Oklahoma stelt zeer strenge abortuswet in ,https://nos.nl/artikel/2427446-amerikaanse-staat-oklahoma-stelt-zeer-strenge-abortuswet-in,Buitenland
633,2016-10-29T16:40:09+0200,De uitzending van 29 oktober,https://nos.nl/nieuwsuur/artikel/2140305-de-uitzending-van-29-oktober,Binnenland
8,2023-08-08T23:05:23+0200,Referendum Ohio gaat toekomst abortusrechten bepalen,https://nos.nl/artikel/2485959-referendum-ohio-gaat-toekomst-abortusrechten-bepalen,Buitenland
327,2020-07-22T22:00:13+0200,Kim Kardashian spreekt zich uit over stoornis van echtgenoot Kanye West ,https://nos.nl/artikel/2341550-kim-kardashian-spreekt-zich-uit-over-stoornis-van-echtgenoot-kanye-west,Buitenland
14,2023-10-19T13:14:26+0200,"Belangrijkste mensenrechtenprijs EU postuum naar Mahsa Amini, spil Iraanse protesten",https://nos.nl/artikel/2494631-belangrijkste-mensenrechtenprijs-eu-postuum-naar-mahsa-amini-spil-iraanse-protesten,Buitenland
351,2019-11-14T19:57:16+0100,Europees Parlement hekelt mogelijk Pools verbod op seksuele voorlichting,https://nos.nl/artikel/2310473-europees-parlement-hekelt-mogelijk-pools-verbod-op-seksuele-voorlichting,Buitenland
301,2020-10-28T20:44:05+0100,Honderden mensen bij protest Den Haag tegen inperking Poolse abortuswet,https://nos.nl/artikel/2354257-honderden-mensen-bij-protest-den-haag-tegen-inperking-poolse-abortuswet,Binnenland
419,2019-03-17T08:35:06+0100,Slowaken stemmen in de geest van vermoorde journalist Kuciak,https://nos.nl/artikel/2276325-slowaken-stemmen-in-de-geest-van-vermoorde-journalist-kuciak,Buitenland
61,2023-03-24T13:47:56+0100,Rapport legt 'systeem van massageweld' in gevangenissen Noord-Korea bloot,https://nos.nl/artikel/2468692-rapport-legt-systeem-van-massageweld-in-gevangenissen-noord-korea-bloot,Buitenland
584,2017-03-02T07:21:24+0100,Wekdienst van 2 maart: dit gebeurde terwijl je sliep,https://nos.nl/artikel/2160823-wekdienst-van-2-maart-dit-gebeurde-terwijl-je-sliep,Binnenland
622,2016-11-15T17:12:21+0100,Nog steeds protesten tegen Trump in VS,https://nos.nl/artikel/2143269-nog-steeds-protesten-tegen-trump-in-vs,Buitenland
529,2017-10-01T00:32:02+0200,Tienduizenden Ieren demonstreren voor soepelere abortuswetgeving ,https://nos.nl/artikel/2195618-tienduizenden-ieren-demonstreren-voor-soepelere-abortuswetgeving,Buitenland
218,2021-10-06T20:29:33+0200,Frida Kahlo in het Drents Museum: ‘Icoon dat haar tijd ver vooruit was’,https://nos.nl/nieuwsuur/artikel/2400634-frida-kahlo-in-het-drents-museum-icoon-dat-haar-tijd-ver-vooruit-was,Binnenland
235,2021-09-10T06:57:44+0200,Wekdienst 10/9: Halve finales US Open • Verdachte van kunstroof voor de rechter,https://nos.nl/artikel/2397229-wekdienst-10-9-halve-finales-us-open-verdachte-van-kunstroof-voor-de-rechter,Binnenland
395,2019-05-21T17:05:13+0200,"Abortuswetgeving VS wordt strenger, wankel evenwicht onder druk",https://nos.nl/artikel/2285705-abortuswetgeving-vs-wordt-strenger-wankel-evenwicht-onder-druk,Buitenland
530,2017-09-28T03:25:57+0200,"Hoekstra doorstaat verhoor, bijna VS-ambassadeur in 'progressief Nederland' ",https://nos.nl/artikel/2195124-hoekstra-doorstaat-verhoor-bijna-vs-ambassadeur-in-progressief-nederland,Binnenland
326,2020-08-23T15:00:01+0200,In Luzerne County is de steun voor Trump onwrikbaar,https://nos.nl/nieuwsuur/artikel/2345146-in-luzerne-county-is-de-steun-voor-trump-onwrikbaar,Buitenland
3,2023-10-13T23:25:30+0200,Met vrouwenrechten als splijtzwam gaat Polen de verkiezingen in,https://nos.nl/artikel/2494020-met-vrouwenrechten-als-splijtzwam-gaat-polen-de-verkiezingen-in,Buitenland
110,2022-09-10T06:46:20+0200,Wekdienst 10/9: Aantreden Charles bekrachtigd • Tijdelijk azc opent in Groningse Zoutkamp,https://nos.nl/artikel/2444044-wekdienst-10-9-aantreden-charles-bekrachtigd-tijdelijk-azc-opent-in-groningse-zoutkamp,Binnenland
583,2017-03-02T10:58:50+0100,Gezinsplanningsconferentie Brussel levert 181 miljoen euro op,https://nos.nl/artikel/2160839-gezinsplanningsconferentie-brussel-levert-181-miljoen-euro-op,Buitenland
412,2019-04-11T11:53:46+0200,Zuid-Koreaanse rechters vinden abortusverbod uit 1953 ongrondwettelijk   ,https://nos.nl/artikel/2279963-zuid-koreaanse-rechters-vinden-abortusverbod-uit-1953-ongrondwettelijk,Buitenland
513,2017-12-13T04:32:46+0100,"Omstreden Roy Moore verliest, Republikeinen nu met kleinst mogelijke meerderheid",https://nos.nl/artikel/2207303-omstreden-roy-moore-verliest-republikeinen-nu-met-kleinst-mogelijke-meerderheid,Buitenland
113,2022-09-04T16:45:07+0200,"Chili stemt over nieuwe sociale grondwet, maar is die ook betaalbaar?",https://nos.nl/artikel/2443278-chili-stemt-over-nieuwe-sociale-grondwet-maar-is-die-ook-betaalbaar,Buitenland
620,2016-11-21T14:09:11+0100,Paus verlengt vergiffenis-richtlijn na abortus,https://nos.nl/artikel/2144306-paus-verlengt-vergiffenis-richtlijn-na-abortus,Buitenland
410,2019-04-20T11:46:38+0200,Foetus na abortus ingeschreven in bevolkingsregister,https://nos.nl/artikel/2281277-foetus-na-abortus-ingeschreven-in-bevolkingsregister,Binnenland
414,2019-03-31T10:36:44+0200,"Zuzana Caputová, de Slowaakse 'Erin Brockovich' die president werd ",https://nos.nl/artikel/2278362-zuzana-caputova-de-slowaakse-erin-brockovich-die-president-werd,Buitenland
259,2021-02-25T21:02:26+0100,Kamermeerderheid wil af van bedenktijd abortus,https://nos.nl/artikel/2370310-kamermeerderheid-wil-af-van-bedenktijd-abortus,Politiek
21,2023-10-22T15:41:45+0200,Rechtse econoom blikvanger bij belangrijkste verkiezingen in jaren in Argentinië,https://nos.nl/artikel/2494960-rechtse-econoom-blikvanger-bij-belangrijkste-verkiezingen-in-jaren-in-argentinie,Buitenland
195,2021-12-27T02:34:18+0100,"Sarah Weddington, advocaat achter legalisatie abortus VS, overleden",https://nos.nl/artikel/2410979-sarah-weddington-advocaat-achter-legalisatie-abortus-vs-overleden,Buitenland
549,2017-06-28T20:01:40+0200,Achterban ChristenUnie wil principes terugzien in nieuw kabinet,https://nos.nl/nieuwsuur/artikel/2180462-achterban-christenunie-wil-principes-terugzien-in-nieuw-kabinet,Binnenland
635,2016-10-20T16:00:33+0200,The Series: Gokken in Vegas? Vergeet het maar...,https://nos.nl/artikel/2138750-the-series-gokken-in-vegas-vergeet-het-maar,Buitenland
136,2022-06-24T16:19:17+0200,Amerikaans Hooggerechtshof schrapt landelijk recht op abortus ,https://nos.nl/artikel/2433919-amerikaans-hooggerechtshof-schrapt-landelijk-recht-op-abortus,Buitenland
472,2018-05-26T20:27:03+0200,Ruim 66 procent van de Ieren stemde voor versoepelen abortus,https://nos.nl/artikel/2233675-ruim-66-procent-van-de-ieren-stemde-voor-versoepelen-abortus,Buitenland
507,2018-01-09T06:21:48+0100,SheDecides van oud-minister Ploumen krijgt prijs: 'Een geweldige opsteker',https://nos.nl/artikel/2211093-shedecides-van-oud-minister-ploumen-krijgt-prijs-een-geweldige-opsteker,Binnenland
562,2017-05-22T17:48:21+0200,De Mark Zuckerberg in jezelf: zou jij deze FB-posts verwijderen?,https://nos.nl/op3/artikel/2174472-de-mark-zuckerberg-in-jezelf-zou-jij-deze-fb-posts-verwijderen,Binnenland
602,2017-02-05T20:48:00+0100,"Mexico-stad presenteert eigen grondwet, met dank aan inwoners",https://nos.nl/artikel/2156711-mexico-stad-presenteert-eigen-grondwet-met-dank-aan-inwoners,Buitenland
452,2018-08-13T18:19:50+0200,Trump drukt stempel op rechtspraak dat nog lang effect zal hebben,https://nos.nl/artikel/2245973-trump-drukt-stempel-op-rechtspraak-dat-nog-lang-effect-zal-hebben,Buitenland
667,2016-06-27T09:37:25+0200,Schippers verandert wet voor abortuspil bij huisarts,https://nos.nl/artikel/2113813-schippers-verandert-wet-voor-abortuspil-bij-huisarts,Politiek
